DATE,CRIME_COUNT,ROLLING_MEAN_3,ROLLING_STD_3,GROWTH_RATE,LAG_1,LAG_2,LAG_3,VOLATILITY,ANOMALY,ANOMALY_SCORE
2006-11-01,2060,2288.333333333333,205.9328369477132,-0.1626016260162601,2460.0,2345.0,2553.0,0.089992499758651,0,0.1281719559401579
2006-12-01,2016,2178.6666666666665,244.63305854551507,-0.0213592233009708,2060.0,2460.0,2345.0,0.1122856755869867,0,0.07968761082980647
2007-01-01,2041,2039.0,22.068076490714088,0.0124007936507937,2016.0,2060.0,2460.0,0.0108229899414978,0,0.07694797672937603
2007-02-01,1886,1981.0,83.21658488546595,-0.0759431651151396,2041.0,2016.0,2060.0,0.0420073623853942,0,0.13260175995853968
2007-03-01,2041,1989.3333333333333,89.48929172439183,0.0821845174973487,1886.0,2041.0,2016.0,0.0449845635343792,0,0.12649227674034758
2007-04-01,1876,1934.3333333333333,92.51126057585236,-0.080842724154826,2041.0,1886.0,2041.0,0.0478259144800201,0,0.10443011156787108
2007-05-01,1938,1951.6666666666667,83.3446658961044,0.0330490405117269,1876.0,2041.0,1886.0,0.0427043548570987,0,0.08651814873290908
2007-06-01,2611,2141.6666666666665,407.63504919637785,0.347265221878225,1938.0,1876.0,2041.0,0.1903354315313826,1,-0.07881443066606819
2007-07-01,2363,2304.0,340.3571653425267,-0.0949827652240521,2611.0,1938.0,1876.0,0.1477244641243605,1,-0.013763989924008069
2007-08-01,2190,2388.0,211.6104912333036,-0.0732120186203978,2363.0,2611.0,1938.0,0.0886141085566598,0,0.11078003988767449
2007-09-01,2157,2236.6666666666665,110.64507821558708,-0.0150684931506849,2190.0,2363.0,2611.0,0.0494687383974308,0,0.1560342790446887
2007-10-01,1992,2113.0,106.08015837092267,-0.0764951321279554,2157.0,2190.0,2363.0,0.0502035770804177,0,0.16287076398998152
2007-11-01,1972,2040.3333333333333,101.52996273678704,-0.0100401606425702,1992.0,2157.0,2190.0,0.0497614586195656,0,0.15398360639766207
2007-12-01,1975,1979.6666666666667,10.78579312491015,0.0015212981744421,1972.0,1992.0,2157.0,0.0054482874852214,0,0.053187105875314056
2008-01-01,2045,1997.3333333333333,41.30778780488447,0.0354430379746835,1975.0,1972.0,1992.0,0.0206814691947018,0,0.12155098049997648
2008-02-01,1923,1981.0,61.22091146005612,-0.0596577017114914,2045.0,1975.0,1972.0,0.0309040441494478,0,0.11980259268795534
2008-03-01,2137,2035.0,107.34989520255728,0.1112844513780551,1923.0,2045.0,1975.0,0.0527517912543279,0,0.13225143707845877
2008-04-01,2101,2053.6666666666665,114.5833030302992,-0.0168460458586804,2137.0,1923.0,2045.0,0.0557944991220414,0,0.14076763821032945
